date,middlePB,close,pb_pct
2010-03-30,4.77,3128.47,0.8325471698113207
2010-03-31,4.78,3109.11,0.8350353495679497
2010-04-01,4.85,3147.42,0.8453689167974883
2010-04-02,4.86,3157.96,0.8462745098039216
2010-04-06,4.87,3158.68,0.8487460815047022
2010-04-07,4.91,3148.22,0.8543461237274863
2010-04-08,4.87,3118.71,0.8474178403755869
2010-04-09,4.94,3145.35,0.8584831899921814
2010-04-12,4.99,3129.26,0.86171875
2010-04-13,4.88,3161.25,0.8469945355191257
2010-04-14,4.95,3166.18,0.858814352574103
2010-04-15,4.88,3164.97,0.8456742010911925
2010-04-16,4.88,3130.3,0.8450155763239875
2010-04-19,4.67,2980.3,0.8023346303501946
2010-04-20,4.68,2979.53,0.807153965785381
2010-04-21,4.81,3033.28,0.8306138306138307
2010-04-22,4.83,2999.48,0.8330745341614907
2010-04-23,4.77,2983.54,0.8231186966640807
2010-04-26,4.74,2969.5,0.8209302325581396
2010-04-27,4.57,2907.93,0.7691711851278079
2010-04-28,4.54,2900.33,0.7623839009287926
2010-04-29,4.42,2868.43,0.7424593967517401
2010-04-30,4.21,2870.61,0.6986089644513137
2010-05-04,4.21,2835.28,0.698069498069498
2010-05-05,4.33,2857.15,0.7222222222222222
2010-05-06,4.21,2739.7,0.6969930609097919
2010-05-07,4.2,2688.38,0.6956856702619415
2010-05-10,4.06,2698.76,0.6720554272517321
2010-05-11,3.94,2647.57,0.6492307692307693
2010-05-12,3.82,2655.71,0.627978478093774
2010-05-13,3.9,2710.51,0.6405529953917051
2010-05-14,3.96,2696.63,0.6523407521105142
2010-05-17,3.68,2559.93,0.5973926380368099
2010-05-18,3.72,2594.78,0.6084291187739463
2010-05-19,3.73,2587.81,0.610260336906585
2010-05-20,3.66,2555.94,0.595256312165264
2010-05-21,3.71,2583.52,0.6055045871559633
2010-05-24,3.89,2673.42,0.6386554621848739
2010-05-25,3.86,2622.63,0.6320610687022901
2010-05-26,3.87,2625.79,0.6338672768878718
2010-05-27,3.95,2655.92,0.6524390243902439
2010-05-28,3.97,2655.77,0.6557501904036558
2010-05-31,3.85,2592.15,0.6286149162861492
2010-06-01,3.76,2568.28,0.6121673003802282
2010-06-02,3.82,2571.42,0.6253799392097265
2010-06-03,3.82,2552.66,0.6249050873196659
2010-06-04,3.85,2553.59,0.6289833080424886
2010-06-07,3.85,2511.73,0.6285064442759667
2010-06-08,3.92,2513.95,0.646969696969697
2010-06-09,3.99,2583.87,0.6593489780469342
2010-06-10,4.01,2562.58,0.6626323751891074
2010-06-11,4.03,2569.94,0.6674225245653818
2010-06-17,3.97,2560.25,0.6555891238670695
2010-06-18,3.79,2513.22,0.6150943396226415
2010-06-21,3.91,2586.21,0.6432880844645551
2010-06-22,3.94,2588.7,0.6503391107761869
2010-06-23,3.92,2569.87,0.6445783132530121
2010-06-24,3.94,2566.75,0.6501128668171557
2010-06-25,3.86,2552.82,0.6278195488721805
2010-06-28,3.79,2535.28,0.6123215627347859
2010-06-29,3.57,2427.05,0.5675675675675675
2010-06-30,3.5,2398.37,0.5558889722430608
2010-07-01,3.46,2373.79,0.5502248875562219
2010-07-02,3.46,2382.9,0.5498127340823971
2010-07-05,3.43,2363.95,0.5449101796407185
2010-07-06,3.52,2409.42,0.5594614809274495
2010-07-07,3.56,2421.12,0.5680119581464873
2010-07-08,3.56,2415.15,0.5675877520537714
2010-07-09,3.64,2470.92,0.5835820895522388
2010-07-12,3.67,2490.72,0.5876211782252051
2010-07-13,3.62,2450.29,0.5774962742175856
2010-07-14,3.65,2470.44,0.5852568875651526
2010-07-15,3.56,2424.3,0.5654761904761905
2010-07-16,3.56,2424.27,0.5650557620817844
2010-07-19,3.66,2475.42,0.587667161961367
2010-07-20,3.76,2528.73,0.6087602078693393
2010-07-21,3.75,2535.39,0.6068249258160238
2010-07-22,3.84,2562.41,0.6278724981467754
2010-07-23,3.83,2572.03,0.6266666666666667
2010-07-26,3.89,2588.68,0.6410066617320503
2010-07-27,3.88,2575.37,0.6390532544378699
2010-07-28,3.96,2633.66,0.6607538802660754
2010-07-29,3.97,2648.12,0.6624815361890695
2010-07-30,3.97,2637.5,0.6619926199261993
2010-08-02,4.04,2672.52,0.6792035398230089
2010-08-03,3.97,2627.0,0.6610169491525424
2010-08-04,4.0,2638.52,0.6678939617083947
2010-08-05,4.03,2620.76,0.6747608535688006
2010-08-06,4.13,2658.39,0.700735294117647
2010-08-09,4.18,2672.53,0.7068332108743571
2010-08-10,4.02,2595.27,0.671071953010279
2010-08-11,4.08,2607.5,0.6903888481291269
2010-08-12,4.04,2575.48,0.6781524926686217
2010-08-13,4.12,2606.7,0.6989010989010989
2010-08-16,4.19,2661.71,0.7101024890190337
2010-08-17,4.23,2671.89,0.7183613752743233
2010-08-18,4.2,2666.3,0.7097953216374269
2010-08-19,4.23,2687.98,0.7180423666910153
2010-08-20,4.13,2642.31,0.6985401459854015
2010-08-23,4.15,2639.37,0.700948212983224
2010-08-24,4.19,2650.31,0.7084548104956269
2010-08-25,4.09,2596.58,0.6890021849963583
2010-08-26,4.12,2603.48,0.6950509461426492
2010-08-27,4.15,2610.74,0.7003636363636364
2010-08-30,4.24,2652.66,0.7209302325581395
2010-08-31,4.3,2638.8,0.7327523602033406
2010-09-01,4.22,2622.88,0.7155297532656023
2010-09-02,4.3,2655.78,0.7324147933284989
2010-09-03,4.34,2655.39,0.7427536231884058
2010-09-06,4.34,2696.25,0.7422157856625634
2010-09-07,4.34,2698.36,0.7416787264833574
2010-09-08,4.39,2695.29,0.754880694143167
2010-09-09,4.32,2656.35,0.7326589595375722
2010-09-10,4.37,2663.21,0.7487364620938628
2010-09-13,4.45,2688.32,0.7655122655122655
2010-09-14,4.45,2688.52,0.7649603460706561
2010-09-15,4.37,2652.5,0.7471181556195965
2010-09-16,4.24,2602.47,0.714902807775378
2010-09-17,4.25,2598.69,0.7179856115107913
2010-09-20,4.17,2588.71,0.6966211358734723
2010-09-21,4.15,2591.55,0.6918103448275862
2010-09-27,4.25,2627.97,0.7178750897343862
2010-09-28,4.23,2611.35,0.7116212338593975
2010-09-29,4.17,2610.68,0.6953405017921147
2010-09-30,4.21,2655.66,0.7041547277936963
2010-10-08,4.33,2738.74,0.7358625626342162
2010-10-11,4.37,2806.94,0.748211731044349
2010-10-12,4.39,2841.41,0.7555396711937098
2010-10-13,4.39,2861.36,0.755
2010-10-14,4.26,2879.64,0.7187723054960742
2010-10-15,4.24,2971.16,0.7118402282453637
2010-10-18,4.21,2955.23,0.7006414825374199
2010-10-19,4.35,3001.85,0.7435897435897436
2010-10-20,4.36,3003.95,0.7466192170818505
2010-10-21,4.37,2983.53,0.7475106685633002
2010-10-22,4.41,2975.04,0.759772565742715
2010-10-25,4.51,3051.42,0.7776988636363636
2010-10-26,4.51,3041.54,0.7771469127040455
2010-10-27,4.47,2997.05,0.7702127659574468
2010-10-28,4.48,2992.58,0.7710843373493976
2010-10-29,4.52,2978.84,0.7790368271954674
2010-11-01,4.66,3054.02,0.8117480537862704
2010-11-02,4.62,3045.43,0.8005657708628006
2010-11-03,4.53,3030.99,0.7787985865724382
2010-11-04,4.61,3086.94,0.7980225988700564
2010-11-05,4.69,3129.5,0.8242766407904023
2010-11-08,4.79,3159.51,0.8441466854724965
2010-11-09,4.81,3135.0,0.8449612403100775
2010-11-10,4.84,3115.36,0.8507042253521127
2010-11-11,4.78,3147.74,0.840253342716397
2010-11-12,4.45,2985.44,0.760196905766526
2010-11-15,4.64,3014.41,0.803232607167955
2010-11-16,4.47,2894.54,0.7633426966292135
2010-11-17,4.32,2838.86,0.7192982456140351
2010-11-18,4.39,2865.45,0.7461430575035063
2010-11-19,4.53,2888.57,0.775052557813595
2010-11-22,4.59,2884.37,0.7878151260504201
2010-11-23,4.52,2828.28,0.7725682295311407
2010-11-24,4.63,2859.94,0.8013986013986014
2010-11-25,4.66,2898.26,0.8099231306778477
2010-11-26,4.67,2871.7,0.8149441340782123
2010-11-29,4.71,2866.36,0.8262386601535241
2010-11-30,4.57,2820.18,0.7817294281729428
2010-12-01,4.54,2823.45,0.7749128919860627
2010-12-02,4.61,2843.61,0.7931754874651811
2010-12-03,4.55,2842.43,0.7794015309672929
2010-12-06,4.48,2857.18,0.7593880389429764
2010-12-07,4.52,2875.86,0.7678943710910354
2010-12-08,4.52,2848.55,0.7673611111111112
2010-12-09,4.42,2810.95,0.7453157529493407
2010-12-10,4.47,2841.04,0.7558945908460472
2010-12-13,4.64,2922.95,0.8031878031878031
2010-12-14,4.69,2927.08,0.8234072022160664
2010-12-15,4.69,2911.41,0.8228373702422145
2010-12-16,4.67,2898.14,0.813969571230982
2010-12-17,4.69,2893.74,0.8223911541119557
2010-12-20,4.65,2852.92,0.8038674033149171
2010-12-21,4.71,2904.12,0.8274672187715666
2010-12-22,4.66,2877.9,0.8068965517241379
2010-12-23,4.55,2855.22,0.7753273604410751
2010-12-24,4.45,2835.16,0.7465564738292011
2010-12-27,4.29,2781.4,0.6999311768754302
2010-12-28,4.25,2732.99,0.6911966987620357
2010-12-29,4.29,2751.53,0.6996563573883161
2010-12-30,4.29,2759.58,0.6991758241758241
2010-12-31,4.38,2808.08,0.7309540150995195
2011-01-04,4.47,2852.65,0.7517146776406035
2011-01-05,4.48,2838.59,0.7546264564770391
2011-01-06,4.45,2824.2,0.7458904109589041
2011-01-07,4.42,2838.8,0.7385352498288843
2011-01-10,4.31,2791.81,0.7024623803009576
2011-01-11,4.3,2804.05,0.7006151742993848
2011-01-12,4.31,2821.31,0.7021857923497268
2011-01-13,4.3,2827.71,0.6996587030716723
2011-01-14,4.2,2791.34,0.6684856753069577
2011-01-17,4.02,2706.66,0.6230402181322426
2011-01-18,4.01,2708.98,0.6198910081743869
2011-01-19,4.11,2758.1,0.6494213750850919
2011-01-20,3.96,2677.65,0.6081632653061224
2011-01-21,4.02,2715.29,0.6227056424201224
2011-01-24,3.92,2695.72,0.5971467391304348
2011-01-25,3.86,2677.43,0.5804480651731161
2011-01-26,3.93,2708.81,0.6010854816824966
2011-01-27,4.01,2749.15,0.6196610169491525
2011-01-28,4.04,2752.75,0.6321138211382114
2011-01-31,4.07,2790.69,0.6425186188219364
2011-02-01,4.06,2798.96,0.638700947225981
2011-02-09,4.03,2774.07,0.6260987153482083
2011-02-10,4.15,2818.16,0.6594594594594595
2011-02-11,4.19,2827.33,0.6698176907494936
2011-02-14,4.28,2899.13,0.6963562753036437
2011-02-15,4.24,2899.24,0.6844234659474039
2011-02-16,4.34,2923.9,0.717654986522911
2011-02-17,4.34,2926.96,0.7171717171717171
2011-02-18,4.29,2899.79,0.6971736204576043
2011-02-21,4.38,2932.25,0.7330195023537324
2011-02-22,4.26,2855.52,0.6901881720430108
2011-02-23,4.3,2862.63,0.7018132975151108
2011-02-24,4.31,2878.6,0.7046979865771812
2011-02-25,4.3,2878.57,0.7008718980549966
2011-02-28,4.33,2905.05,0.7124664879356568
2011-03-01,4.35,2918.92,0.7227059611520429
2011-03-02,4.33,2913.81,0.7115127175368139
2011-03-03,4.23,2902.98,0.6762541806020067
2011-03-04,4.31,2942.31,0.7032085561497327
2011-03-07,4.34,2996.21,0.717434869739479
2011-03-08,4.35,2999.94,0.7229639519359146
2011-03-09,4.37,3002.15,0.7284856571047365
2011-03-10,4.35,2957.14,0.722
2011-03-11,4.36,2933.8,0.7268487674883412
2011-03-14,4.4,2937.63,0.7423435419440746
2011-03-15,4.33,2896.26,0.7085828343313373
2011-03-16,4.36,2930.8,0.726063829787234
2011-03-17,4.28,2897.3,0.6877076411960132
2011-03-18,4.32,2906.89,0.703187250996016
2011-03-21,4.28,2909.14,0.6867949568679496
2011-03-22,4.29,2919.14,0.6896551724137931
2011-03-23,4.33,2948.48,0.7084161696487741
2011-03-24,4.34,2946.71,0.7152317880794702
2011-03-25,4.37,2977.81,0.7293183322303111
2011-03-28,4.34,2984.01,0.7142857142857143
2011-03-29,4.25,2958.08,0.6761401189689359
2011-03-30,4.2,2955.77,0.6571994715984147
2011-03-31,4.13,2928.11,0.6415841584158416
2011-04-01,4.18,2967.41,0.6523746701846965
2011-04-06,4.16,3001.36,0.6479894528675016
2011-04-07,4.2,3007.91,0.6574440052700923
2011-04-08,4.25,3030.02,0.6767610269914417
2011-04-11,4.19,3022.75,0.6546052631578947
2011-04-12,4.17,3021.37,0.6482577251808022
2011-04-13,4.21,3050.4,0.6609724047306176
2011-04-14,4.21,3042.64,0.6605384110308602
2011-04-15,4.2,3050.53,0.6561679790026247
2011-04-18,4.23,3057.33,0.6695081967213115
2011-04-19,4.17,2999.04,0.6461336828309305
2011-04-20,4.18,3007.04,0.6496398166339227
2011-04-21,4.22,3026.67,0.6668848167539267
2011-04-22,4.16,3010.52,0.6429038587311968
2011-04-25,4.08,2964.95,0.6235294117647059
2011-04-26,3.99,2938.98,0.5930764206401045
2011-04-27,3.91,2925.41,0.5724543080939948
2011-04-28,3.79,2887.04,0.542726679712981
2011-04-29,3.82,2911.51,0.5495436766623207
2011-05-03,3.85,2932.19,0.5550488599348534
2011-05-04,3.78,2866.02,0.5397135416666666
2011-05-05,3.77,2872.4,0.5367599219258296
2011-05-06,3.8,2863.89,0.546814044213264
2011-05-09,3.85,2872.46,0.5555555555555556
2011-05-10,3.86,2890.63,0.5597402597402598
2011-05-11,3.85,2883.42,0.554834523036989
2011-05-12,3.81,2844.08,0.5473411154345007
2011-05-13,3.82,2871.03,0.5489306545690213
2011-05-16,3.82,2849.07,0.5485751295336787
2011-05-17,3.81,2852.77,0.5462783171521035
2011-05-18,3.81,2872.77,0.5459249676584734
2011-05-19,3.8,2859.57,0.5436328377504848
2011-05-20,3.8,2858.46,0.5432816537467701
2011-05-23,3.64,2774.57,0.5067785668173015
2011-05-24,3.66,2767.06,0.5109677419354839
2011-05-25,3.6,2741.74,0.4990328820116054
2011-05-26,3.55,2736.53,0.4884020618556701
2011-05-27,3.46,2709.95,0.4732775273663876
2011-05-30,3.42,2706.36,0.46653796653796653
2011-05-31,3.49,2743.47,0.47845659163987136
2011-06-01,3.53,2743.57,0.4852185089974293
2011-06-02,3.46,2705.18,0.472703917790623
2011-06-03,3.54,2728.02,0.4884467265725289
2011-06-07,3.55,2744.3,0.4900577293136626
2011-06-08,3.57,2750.29,0.49551282051282053
2011-06-09,3.47,2703.35,0.47597693786034595
2011-06-10,3.46,2705.14,0.471190781049936
2011-06-13,3.47,2700.38,0.4760076775431862
2011-06-14,3.52,2730.04,0.4827365728900256
2011-06-15,3.47,2705.43,0.47539936102236424
2011-06-16,3.42,2664.28,0.46296296296296297
2011-06-17,3.38,2642.82,0.4588385449904276
2011-06-20,3.35,2621.25,0.4572704081632653
2011-06-21,3.39,2646.48,0.4595283620140217
2011-06-22,3.38,2649.32,0.4585987261146497
2011-06-23,3.47,2688.25,0.4767663908338638
2011-06-24,3.55,2746.21,0.49300254452926207
2011-06-27,3.6,2758.23,0.505403687221869
2011-06-28,3.61,2759.2,0.5082592121982211
2011-06-29,3.56,2728.48,0.49523809523809526
2011-06-30,3.62,2762.08,0.5088832487309645
2011-07-01,3.62,2759.36,0.50856055802156
2011-07-04,3.71,2812.82,0.5297845373891001
2011-07-05,3.76,2816.36,0.538948701709943
2011-07-06,3.77,2810.48,0.5417721518987342
2011-07-07,3.77,2794.27,0.5414294750158127
2011-07-08,3.76,2797.77,0.5379266750948167
2011-07-11,3.78,2802.69,0.5457991156032849
2011-07-12,3.72,2754.58,0.5309343434343434
2011-07-13,3.81,2795.48,0.5564668769716088
2011-07-14,3.87,2810.44,0.5756620428751577
2011-07-15,3.88,2820.17,0.579080025204789
2011-07-18,3.87,2816.69,0.5749370277078085
2011-07-19,3.82,2796.98,0.5588420390182505
2011-07-20,3.85,2794.21,0.5660377358490566
2011-07-21,3.79,2765.89,0.5468258956631049
2011-07-22,3.82,2770.79,0.5584170854271356
2011-07-25,3.66,2688.75,0.5141242937853108
2011-07-26,3.67,2703.03,0.5163111668757842
2011-07-27,3.75,2723.49,0.5335423197492163
2011-07-28,3.74,2708.78,0.5319548872180451
2011-07-29,3.68,2701.73,0.5172197871008141
2011-08-01,3.71,2703.78,0.5250312891113892
2011-08-02,3.68,2679.26,0.5165728580362726
2011-08-03,3.7,2678.49,0.52375
2011-08-04,3.71,2684.04,0.5252966895690193
2011-08-05,3.6,2626.42,0.4968789013732834
2011-08-08,3.41,2526.82,0.45477230193387397
2011-08-09,3.4,2526.07,0.45261845386533667
2011-08-10,3.45,2549.18,0.4604361370716511
2011-08-11,3.53,2581.51,0.4794520547945205
2011-08-12,3.56,2593.17,0.4878655880522713
2011-08-15,3.63,2626.77,0.5062189054726368
2011-08-16,3.59,2608.17,0.49658172778123055
2011-08-17,3.6,2601.26,0.49813664596273294
2011-08-18,3.52,2559.47,0.4748603351955307
2011-08-19,3.47,2534.36,0.4665012406947891
2011-08-22,3.47,2515.86,0.4662120272783633
2011-08-23,3.54,2554.02,0.4826517967781908
2011-08-24,3.54,2541.09,0.4823529411764706
2011-08-25,3.6,2615.26,0.4993811881188119
2011-08-26,3.61,2612.19,0.5040197897340755
2011-08-29,3.58,2576.41,0.496291718170581
2011-08-30,3.55,2566.6,0.4842495367510809
2011-08-31,3.52,2567.34,0.4734567901234568
2011-09-01,3.48,2556.04,0.4676125848241826
2011-09-02,3.45,2528.28,0.4556103575832306
2011-09-05,3.35,2478.74,0.4417744916820702
2011-09-06,3.34,2470.52,0.4396551724137931
2011-09-07,3.42,2516.09,0.4510769230769231
2011-09-08,3.36,2498.94,0.4440344403444034
2011-09-09,3.35,2497.75,0.44130301167793484
2011-09-13,3.31,2471.31,0.43304668304668303
2011-09-14,3.35,2484.83,0.44137507673419274
2011-09-15,3.38,2479.06,0.44539877300613495
2011-09-16,3.35,2482.34,0.44083384426732064
2011-09-19,3.26,2437.8,0.42769607843137253
2011-09-20,3.29,2447.76,0.43110838946723823
2011-09-21,3.4,2512.96,0.4504283965728274
2011-09-22,3.29,2443.06,0.43058103975535167
2011-09-23,3.28,2433.16,0.4278728606356968
2011-09-26,3.22,2393.18,0.42272449602932194
2011-09-27,3.24,2415.05,0.4255189255189255
2011-09-28,3.16,2392.06,0.41488712629652225
2011-09-29,3.05,2365.34,0.4054878048780488
2011-09-30,3.04,2359.22,0.4040219378427788
2011-10-10,3.02,2344.79,0.40012180267965897
2011-10-11,3.02,2348.52,0.3998782714546561
2011-10-12,3.12,2420.0,0.4124087591240876
2011-10-13,3.18,2438.79,0.417629179331307
2011-10-14,3.16,2431.38,0.4161603888213852
2011-10-17,3.19,2440.4,0.4195506982392228
2011-10-18,3.08,2383.49,0.4077669902912621
2011-10-19,3.06,2377.51,0.4057004244996968
2011-10-20,2.97,2331.37,0.3933333333333333
2011-10-21,2.9,2317.28,0.3840096910963053
2011-10-24,2.94,2370.33,0.38861985472154964
2011-10-25,3.0,2409.67,0.39806412583182094
2011-10-26,3.02,2427.48,0.3996372430471584
2011-10-27,3.02,2435.61,0.39939577039274926
2011-10-28,3.1,2473.41,0.41183574879227053
2011-10-31,3.12,2468.25,0.41460470730235366
2011-11-01,3.13,2470.02,0.4161640530759952
2011-11-02,3.22,2504.11,0.42917420132610007
2011-11-03,3.23,2508.09,0.43132530120481927
2011-11-04,3.24,2528.29,0.4328717639975918
2011-11-07,3.23,2509.8,0.43080625752105894
2011-11-08,3.19,2503.84,0.4221286831028262
2011-11-09,3.26,2524.92,0.43569711538461536
2011-11-10,3.23,2479.54,0.4306306306306306
2011-11-11,3.22,2481.08,0.4279711884753902
2011-11-14,3.32,2528.71,0.44631073785242953
2011-11-15,3.34,2529.76,0.44964028776978415
2011-11-16,3.26,2466.96,0.4355901737567406
2011-11-17,3.26,2463.05,0.4353293413173653
2011-11-18,3.15,2416.56,0.41651705565529623
2011-11-21,3.16,2415.13,0.416866028708134
2011-11-22,3.16,2412.63,0.4166168559473999
2011-11-23,3.14,2395.07,0.4157706093189964
2011-11-24,3.13,2397.55,0.41194029850746267
2011-11-25,3.1,2380.22,0.40692124105011934
2011-11-28,3.09,2383.03,0.40608228980322003
2011-11-29,3.16,2412.39,0.41775923718712754
2011-11-30,2.99,2333.41,0.3907087552114354
2011-12-01,3.06,2386.86,0.4023809523809524
2011-12-02,2.99,2360.66,0.3902439024390244
2011-12-05,2.89,2333.23,0.3769322235434007
2011-12-06,2.9,2325.91,0.37730243612596553
2011-12-07,2.92,2332.73,0.38004750593824227
2011-12-08,2.92,2329.82,0.3798219584569733
2011-12-09,2.89,2315.27,0.3760379596678529
2011-12-12,2.86,2291.55,0.37225844694724364
2011-12-13,2.76,2248.59,0.36433649289099523
2011-12-14,2.7,2228.53,0.3617525162818236
2011-12-15,2.63,2180.9,0.35502958579881655
2011-12-16,2.72,2224.84,0.3630987581312833
2011-12-19,2.72,2218.24,0.3628841607565012
2011-12-20,2.7,2215.93,0.3614884819846427
2011-12-21,2.62,2191.15,0.3541912632821724
2011-12-22,2.57,2186.3,0.34985250737463125
2011-12-23,2.59,2204.78,0.35259433962264153
2011-12-26,2.57,2190.11,0.3494401885680613
2011-12-27,2.5,2166.21,0.3462897526501767
2011-12-28,2.48,2170.01,0.34549735138316656
2011-12-29,2.47,2173.56,0.3447058823529412
2011-12-30,2.52,2199.42,0.34861845972957084
2012-01-04,2.45,2169.39,0.34430082256169214
2012-01-05,2.35,2148.45,0.3282442748091603
2012-01-06,2.36,2163.4,0.33039906103286387
2012-01-09,2.47,2225.89,0.34545454545454546
2012-01-10,2.57,2285.74,0.35228604923798357
2012-01-11,2.57,2276.05,0.3520796719390744
2012-01-12,2.55,2275.01,0.3507025761124122
2012-01-13,2.46,2244.58,0.3446459918080749
2012-01-16,2.35,2206.19,0.32690058479532164
2012-01-17,2.48,2298.38,0.3471654003506721
2012-01-18,2.41,2266.38,0.33936915887850466
2012-01-19,2.43,2296.08,0.3415061295971979
2012-01-20,2.47,2319.12,0.3459743290548425
2012-01-30,2.47,2285.04,0.3457725947521866
2012-01-31,2.47,2292.61,0.34557109557109555
2012-02-01,2.46,2268.08,0.34478741991846246
2012-02-02,2.51,2312.56,0.35273573923166474
2012-02-03,2.55,2330.41,0.3542757417102967
2012-02-06,2.58,2331.14,0.36046511627906974
2012-02-07,2.53,2291.9,0.35328297501452643
2012-02-08,2.59,2347.53,0.3617886178861789
